fqn,member,type,total
org.apache.activemq.artemis.core.server.group.impl.GroupingHandlerConfiguration,TYPE,variable,62
com.google.gwt.user.client.ui.ListBox,addItem,method,62
java.security.Signature,initSign,method,62
javax.jcr.Node,getNodes,method,62
java.nio.file.Files,newDirectoryStream,method,62
com.facebook.buck.model.BuildTarget,toString,method,62
com.lightcrafts.mediax.jai.RasterAccessor,getPixelStride,method,62
java.security.KeyStore,P,variable,62
org.apache.thrift.protocol.TTupleProtocol,readFieldEnd,method,62
org.python.pydev.parser.grammarcommon.JJTPythonGrammarState,popNode,method,62
org.sakaiproject.tool.assessment.services.PersistenceService,getInstance,method,62
com.cburch.logisim.data.Location,getY,method,62
org.supercsv.cellprocessor.ift.CellProcessor,execute,method,62
java.util.jar.Attributes,putValue,method,62
java.security.cert.Certificate,checkValidity,method,62
java.lang.ProcessBuilder,environment,method,62
org.eclipse.swt.layout.GridData,verticalAlignment,method,61
javax.swing.JTree,getModel,method,61
com.tinkerpop.blueprints.Vertex,getProperty,method,61
com.puppycrawl.tools.checkstyle.utils.CommonUtils,EMPTY_STRING_ARRAY,variable,61
org.apache.pig.data.DataType,BAG,variable,61
com.thoughtworks.xstream.io.HierarchicalStreamReader,moveUp,method,61
com.cburch.logisim.data.AttributeSet,getValue,method,61
org.apache.lucene.index.IndexReader,document,method,61
java.lang.Long,compare,method,61
com.redhat.ceylon.model.typechecker.model.Declaration,getContainer,method,61
org.apache.manifoldcf.ui.util.Encoder,attributeEscape,method,61
org.junit.runners.model.Statement,evaluate,method,61
org.apache.hadoop.mapreduce.Job,setJarByClass,method,61
com.sun.btrace.org.objectweb.asm.Type,getType,method,61
javax.swing.BorderFactory,createLineBorder,method,61
com.intellij.openapi.util.IconLoader,getIcon,method,61
com.android.dx.util.AnnotatedOutput,annotate,method,61
org.hibernate.cfg.Configuration,setProperty,method,61
android.widget.Scroller,startScroll,method,61
org.apache.falcon.regression.core.util.TimeUtil,sleepSeconds,method,61
javax.naming.Context,INITIAL_CONTEXT_FACTORY,variable,61
android.database.Cursor,getBlob,method,61
neembuu.uploader.httpclient.httprequest.NUHttpPost,setEntity,method,61
ims.emergency.vo.SystemReviewVoCollection,get,method,61
org.opencms.db.generic.Messages,ERR_JPA_PERSITENCE_,variable,61
com.eightkdata.mongowp.utils.BsonDocumentBuilder,appendUnsafe,method,61
org.jboss.logging.Logger,tracef,method,61
org.json.JSONObject,keys,method,61
com.google.zxing.NotFoundException,getNotFoundInstance,method,61
javax.mail.Message,R,variable,61
org.eclipse.swt.widgets.MessageBox,open,method,61
rx.schedulers.Schedulers,computation,method,61
org.apache.zookeeper.PortAssignment,unique,method,61
android.widget.Scroller,computeScrollOffset,method,61
java.util.Spliterator,estimateSize,method,61
org.workcraft.tasks.Result,getOutcome,method,61
jmri.jmrit.operations.rollingstock.cars.Car,toString,method,61
org.springframework.aop.framework.ProxyFactory,getProxy,method,61
java.net.DatagramPacket,getData,method,61
com.redhat.rhn.domain.rhnset.SetCleanup,NOOP,variable,61
android.view.SurfaceHolder,C,variable,61
jdk.vm.ci.meta.PrimitiveConstant,getJavaKind,method,61
java.io.DataInputStream,readShort,method,61
java.io.File,xml,method,61
org.maxgamer.rs.network.io.packet.RSOutgoingPacket,writeBits,method,61
android.content.Context,TELEPHONY_SERVICE,variable,61
com.github.jsdossier.proto.BaseProperty,newBuilder,method,61
japsa.seq.SequenceOutputStream,print,method,61
org.springframework.http.HttpStatus,INTERNAL_SERVER_ERROR,variable,61
org.eclipse.persistence.oxm.XMLDescriptor,setDefaultRootElement,method,61
android.os.Vibrator,vibrate,method,61
org.hibernate.Criteria,addOrder,method,61
com.sun.btrace.org.objectweb.asm.tree.InsnList,add,method,61
net.glowstone.block.GlowBlock,getRelative,method,61
com.krishagni.core.common.TestUtils,recordResponse,method,61
android.view.View,setImageBitmap,method,61
com.pivotal.gemfirexd.internal.iapi.types.DataValueDescriptor,isNull,method,61
java.security.Provider,getName,method,61
com.jogamp.opengl.util.glsl.ShaderCode,create,method,61
Catalano.Imaging.FastBitmap,getGreen,method,61
com.twitter.common.quantity.Amount,of,method,61
com.intellij.util.ArrayUtil,EMPTY_STRING_ARRAY,variable,61
railo.runtime.type.Struct,size,method,61
java.sql.PreparedStatement,setBoolean,method,61
java.nio.CharBuffer,allocate,method,61
javax.json.JsonObjectBuilder,add,method,61
com.salesforce.phoenix.util.SchemaUtil,normalizeIdentifier,method,61
com.espertech.esper.core.service.EPServiceProviderSPI,getEPRuntime,method,61
org.cloudfoundry.reactor.InteractionContext,builder,method,61
de.wellenvogel.avnav.aislib.messages.binary.SixbitEncoder,addVal,method,61
org.mockito.Mock,getSchema,method,61
android.widget.RemoteViews,setViewVisibility,method,61
android.widget.TextView,getVisibility,method,61
org.apache.activemq.artemis.jms.tests.util.ProxyAssertSupport,assertEquals,method,61
java.net.URLConnection,getHeaderField,method,61
com.tinkerpop.frames.FramedTransactionalGraph,addVertex,method,61
org.cloudfoundry.reactor.TestResponse,builder,method,61
javax.lang.model.element.Element,getSimpleName,method,61
com.jgoodies.forms.layout.ColumnSpec,decode,method,61
org.springframework.test.web.servlet.request.MockMvcRequestBuilders,get,method,61
javax.crypto.KeyGenerator,init,method,61
org.json.JSONArray,optJSONObject,method,61
com.krishagni.catissueplus.core.common.events.ResponseEvent,isSuccessful,method,61
org.apache.solr.schema.IndexSchema,getQueryAnalyzer,method,61
com.thoughtworks.xstream.io.HierarchicalStreamReader,getValue,method,61
javax.swing.JLabel,setBounds,method,61
org.projectfloodlight.openflow.protocol.OFFactories,getFactory,method,61
com.jogamp.opengl.util.glsl.ShaderProgram,add,method,61
org.apache.tez.dag.api.EdgeProperty.SchedulingType,SEQUENTIAL,variable,61
org.cloudfoundry.reactor.TestRequest,builder,method,61
android.animation.Animator,start,method,61
com.chteuchteu.munin.hlpr.Settings,P,variable,61
org.telegram.android.MessageObject,messageOwner,method,61
com.intellij.openapi.fileEditor.FileEditorManager,getInstance,method,61
com.intellij.openapi.roots.ModuleRootManager,getInstance,method,61
java.util.regex.Matcher,replaceFirst,method,61
org.apache.xmlbeans.XmlCursor,dispose,method,61
javax.management.ObjectName,getInstance,method,61
com.google.security.zynamics.zylib.disassembly.IOperandTreeNode,getChildren,method,61
org.skyscreamer.jsonassert.JSONAssert,assertEquals,method,61
javax.xml.bind.annotation.XmlAccessType,NONE,variable,61
java.lang.management.ManagementFactory,getRuntimeMXBean,method,61
org.apache.commons.lang.ArrayUtils,contains,method,61
org.openqa.selenium.WebDriver,getCurrentUrl,method,60
org.kaazing.gateway.resource.address.ResourceAddressFactory,newResourceAddress,method,60
it.unibz.inf.ontop.owlrefplatform.core.QuestPreferences,OPTIMIZE_EQUIVALENCES,variable,60
net.minecraft.inventory.IInventory,getStackInSlot,method,60
java.awt.event.KeyEvent,VK_LEFT,variable,60
javax.xml.stream.XMLInputFactory,newInstance,method,60
java.lang.reflect.ParameterizedType,getRawType,method,60
android.view.MenuItem,getTitle,method,60
uk.org.ponder.messageutil.MessageLocator,getMessage,method,60
jsprit.core.problem.Location,newInstance,method,60
loon.srpg.actor.SRPGActor,getActorStatus,method,60
org.apache.avro.Schema,getFields,method,60
java.nio.ByteBuffer,getDouble,method,60
org.apache.ignite.internal.util.typedef.F,isEmpty,method,60
com.intellij.psi.util.PsiTreeUtil,isAncestor,method,60
javax.servlet.http.Cookie,getName,method,60
org.hibernate.cfg.Configuration,addAnnotatedClass,method,60
org.jboss.forge.addon.projects.Project,getRoot,method,60
org.apache.hadoop.conf.Configuration,setClass,method,60
org.virtue.config.vartype.bit.VarBitTypeList,list,method,60
com.google.protobuf.ByteString,toStringUtf,method,60
org.asqatasun.entity.audit.SourceCodeRemark,getMessageCode,method,60
ch.boye.httpclientandroidlib.util.Args,notNull,method,60
java.lang.Long,numberOfLeadingZeros,method,60
java.lang.ClassLoader,getResources,method,60
rifGenericLibrary.dataStorageLayer.SQLGeneralQueryFormatter,addQueryPhrase,method,60
net.minecraft.util.MathHelper,cos,method,60
erjang.EAtom,intern,method,60
com.ohmdb.util.UTILS,link,method,60
android.content.Context,LOCATION_SERVICE,variable,60
com.spotify.helios.common.descriptors.RolloutTask,A,variable,60
android.widget.Scroller,getCurrY,method,60
javax.microedition.io.file.FileConnection,close,method,60
org.asqatasun.entity.audit.SourceCodeRemark,getTarget,method,60
javax.servlet.http.HttpServletResponse,flushBuffer,method,60
com.liferay.portal.kernel.dao.orm.FinderCacheUtil,getResult,method,60
ims.framework.enumerations.DynamicCellType,LABEL,variable,60
com.google.gwt.user.client.ui.Button,setEnabled,method,60
org.edx.mobile.logger.Logger,error,method,60
com.google.android.exoplayer.util.Assertions,checkState,method,60
ims.core.patient.vo.PatientRefVo,getID_Patient,method,60
org.apache.camel.component.mock.MockEndpoint,getReceivedExchanges,method,60
com.maddyhome.idea.vim.VimPlugin,getMotion,method,60
ims.core.vo.CommChannelVo,getCommValue,method,60
org.asqatasun.entity.audit.SourceCodeRemark,getIssue,method,60
org.hibernate.Session,getTransaction,method,60
com.thoughtworks.xstream.io.HierarchicalStreamReader,moveDown,method,60
android.widget.SeekBar,setMax,method,60
android.view.View,getLocationOnScreen,method,60
com.spotify.helios.common.descriptors.RolloutTask,of,method,60
java.util.ListIterator,nextIndex,method,60
com.google.gwt.core.ext.TreeLogger,log,method,60
javax.swing.JTable,getSelectedRow,method,60
com.fasterxml.jackson.core.JsonToken,FIELD_NAME,variable,60
com.liferay.portal.language.LanguageUtil,get,method,60
java.awt.event.KeyEvent,VK_RIGHT,variable,60
com.fasterxml.jackson.databind.JsonNode,textValue,method,60
com.pivotal.gemfirexd.internal.engine.jdbc.GemFireXDRuntimeException,newRuntimeException,method,60
android.view.KeyEvent,ACTION_UP,variable,60
rx.subscriptions.CompositeSubscription,add,method,60
org.jvnet.hudson.test.JenkinsRule,createWebClient,method,60
org.telegram.messenger.Utilities,dp,method,60
com.intellij.psi.PsiFile,findElementAt,method,60
com.esofthead.mycollab.form.view.builder.type.DynaSection,fields,method,60
android.view.VelocityTracker,obtain,method,60
com.puppycrawl.tools.checkstyle.api.DetailAST,getLineNo,method,60
org.ovirt.engine.core.utils.ovf.xml.XmlNode,attributes,method,60
com.gemstone.gemfire.internal.AvailablePortHelper,getRandomAvailablePortForDUnitSite,method,60
javax.swing.JCheckBox,addItemListener,method,60
com.google.javascript.rhino.Node,getString,method,60
javax.mail.Flags,F,variable,60
org.compiere.swing.CPanel,add,method,60
java.net.URI,getAuthority,method,60
org.eclipse.swt.widgets.MessageBox,setMessage,method,60
org.molgenis.data.Entity,getString,method,60
net.bytebuddy.description.type.TypeDescription,OBJECT,variable,60
com.dotmarketing.portlets.structure.model.Field,F,variable,60
javax.persistence.EntityManagerFactory,close,method,60
javax.swing.JFileChooser,setDialogTitle,method,60
android.widget.EditText,length,method,60
java.util.concurrent.locks.Lock,newCondition,method,60
android.widget.ListView,getFirstVisiblePosition,method,60
java.math.BigInteger,testBit,method,60
java.awt.image.WritableRaster,getHeight,method,60
ims.domain.lookups.LookupInstance,getImage,method,60
com.netflix.astyanax.serializers.StringSerializer,get,method,60
com.google.common.collect.Iterables,get,method,60
org.apache.camel.util.ObjectHelper,isEmpty,method,60
fr.neraud.padlistener.provider.descriptor.MonsterInfoDescriptor,F,variable,60
com.esofthead.mycollab.vaadin.AppContext,getAccountId,method,60
com.helger.jcodemodel.JMethod,body,method,60
org.elasticsearch.common.xcontent.XContentParser,getTokenLocation,method,60
java.util.stream.Stream,concat,method,60
org.apache.struts.action.ActionErrors,add,method,60
org.edx.mobile.logger.Logger,debug,method,60
java.lang.String,segs,method,60
com.redhat.ceylon.langtools.tools.javac.util.ListBuffer,append,method,60
com.facebook.presto.spi.Page,getPositionCount,method,60
com.dotmarketing.portlets.folders.model.Folder,getInode,method,60
android.content.SharedPreferences.Editor,putInt,method,60
org.apache.pig.data.DataType,INTEGER,variable,60
org.bukkit.ChatColor,translateAlternateColorCodes,method,60
io.snappydata.test.dunit.AvailablePortHelper,getRandomAvailablePortForDUnitSite,method,60
android.view.View,getSettings,method,60
org.vertx.java.core.AsyncResult,result,method,60
javafx.geometry.Side,equals,method,60
org.springframework.util.MultiValueMap,set,method,60
Catalano.Imaging.FastBitmap,getBlue,method,59
org.voltcore.logging.VoltLogger,info,method,59
org.springsource.loaded.TypeRegistry,addType,method,59
org.apache.wicket.util.lang.Args,notNull,method,59
javax.jcr.Value,getString,method,59
com.liferay.portal.kernel.util.GetterUtil,getBoolean,method,59
org.openqa.selenium.support.PageFactory,initElements,method,59
org.junit.runner.Result,getRunCount,method,59
java.util.concurrent.ConcurrentHashMap,clear,method,59
android.util.Pair,create,method,59
org.openrdf.model.Statement,getSubject,method,59
android.util.Log,ERROR,variable,59
java.util.TreeSet,iterator,method,59
java.text.NumberFormat,getNumberInstance,method,59
org.pentaho.di.ui.core.widget.ColumnInfo,COLUMN_TYPE_TEXT,variable,59
com.actelion.research.chem.StereoMolecule,getConnAtoms,method,59
org.dswarm.persistence.model.resource.Resource,getUuid,method,59
com.googlecode.lanterna.terminal.swing.SwingTerminalFrame,put,method,59
ims.icp.vo.PatientICPActionViewVo,getCurrentStatus,method,59
org.spongepowered.api.text.format.TextColors,YELLOW,variable,59
lucee.runtime.op.Caster,toPageException,method,59
javax.swing.table.TableColumn,setCellRenderer,method,59
co.nubetech.crux.model.RowAlias,setValueType,method,59
org.eclipse.che.api.workspace.server.model.impl.WorkspaceImpl,getId,method,59
jmri.InstanceManager,turnoutManagerInstance,method,59
java.util.concurrent.CompletableFuture,supplyAsync,method,59
org.bukkit.Bukkit,getOnlinePlayers,method,59
org.eclipse.swt.SWT,BOTTOM,variable,59
tools.data.output.MaplePacketLittleEndianWriter,getPacket,method,59
org.deviceconnect.utils.URIBuilder,setAttribute,method,59
android.os.Parcel,readDouble,method,59
com.intellij.openapi.util.io.FileUtil,delete,method,59
java.lang.System,D,variable,59
android.widget.EditText,setOnEditorActionListener,method,59
java.time.LocalTime,get,method,59
com.google.common.collect.Table,put,method,59
android.graphics.Paint.Style,STROKE,variable,59
android.content.Intent,FLAG_ACTIVITY_SINGLE_TOP,variable,59
com.gemstone.gemfire.StatisticsTypeFactory,createLongCounter,method,59
android.widget.TextView,setEllipsize,method,59
org.apache.camel.component.mock.MockEndpoint,expectedHeaderReceived,method,59
android.app.Activity,getClass,method,59
com.google.gwt.user.client.rpc.AsyncCallback,onFailure,method,59
com.google.common.collect.Multimap,keySet,method,59
com.intellij.psi.codeStyle.CodeStyleManager,getInstance,method,59
java.net.URI,toURL,method,59
android.widget.Scroller,getCurrX,method,59
com.aptana.parsing.lexer.Lexeme,getType,method,59
org.openhab.binding.zwave.internal.protocol.ZWaveNode,getNodeId,method,59
org.bukkit.World,getName,method,59
com.intellij.icons.AllIcons,N,variable,59
org.apache.flume.Context,getString,method,59
org.osgi.framework.ServiceRegistration,unregister,method,59
java.awt.Component,getParent,method,59
com.xinqihd.sns.gameserver.config.GlobalConfig,getInstance,method,59
android.view.View,get,method,59
net.minecraft.block.state.IBlockState,withProperty,method,59
Jama.Matrix,get,method,59
org.kaazing.gateway.transport.Bindings,B,variable,59
com.opengamma.analytics.financial.forex.derivative.ForexOptionVanilla,getUnderlyingForex,method,59
java.awt.FlowLayout,RIGHT,variable,59
co.cask.coopr.scheduler.task.ClusterJob,S,variable,59
android.app.AlarmManager,cancel,method,59
com.skynav.ttv.model.Profile.Usage,OPTIONAL,variable,59
org.bukkit.Location,getBlockY,method,59
org.openhab.core.items.Item,getClass,method,59
net.minecraft.world.World,spawnEntityInWorld,method,59
com.google.inject.multibindings.MapBinder,addBinding,method,59
